run_id,risk_index_p90,risk_index_mean,targets
run_acc7af09b93d,0.15497892344852238,0.13311592206623787,3
run_ad03375d9573,0.7154481864486226,0.5829290400757605,5
run_ad1e7f9d038d,0.7080817035697764,0.6004931049990142,3
run_ad3378e1bbe0,0.7302108014605375,0.5752808560274043,3
run_ad42316a3615,0.11782420463243383,0.10491684529574855,5
run_ad4b3592c7be,0.5079236088390685,0.36950070343214075,6
run_ad9d579f24b9,0.8393259254990697,0.7093040831477188,7
run_add38c0e2337,0.6723902835617087,0.5591392120641882,3
run_adfa1942dd5f,0.6824344172387758,0.5761062606729177,9
run_aefa54b81988,0.6733430480066853,0.5643264276133636,6
run_af7ce9f556a9,0.6670319359021504,0.5295935901281358,7
run_b009b3cd820f,0.7501884451126609,0.6694679659263559,5
run_b0b71ef63ece,0.699753520490762,0.5737736693216411,3
run_b26c7d461ee8,0.8563720920831646,0.7646883535283631,9
run_b2aa20df53eb,0.6864037006874275,0.6051054232044956,10
run_b4bfcb9999f0,0.7454680093178395,0.5790256877996285,5
run_b514ce4c0634,0.15497892344852238,0.13311592206623787,3
run_b5810cea6ea5,0.5557281997045471,0.45608416797025364,3
run_b68e63bb4fff,0.11782420463243383,0.10491684529574855,5
run_b6a6180d1ae4,0.6434538503052613,0.5966550962865211,10
run_b6c48b4eb76f,0.5494793771918449,0.45416165429690025,3
run_b6fbe6189013,0.6685520002083676,0.5510100831943445,5
run_b71fa5b1f959,0.24734906260648337,0.13420024665611666,5
run_b72a35858de8,0.6714398834890581,0.5172023046501236,6
run_b80b0364753f,0.6434538503052613,0.5966550962865211,10
run_b8735b2cf5e1,0.4408889624374234,0.34013139872816417,3
run_b8c8ee248db7,0.6837414784666842,0.5139257044594528,7
run_b8eba81dd2e4,0.7159266477694878,0.6442135111846831,3
run_b93b8ef3a8d9,0.7337741108556421,0.6387298752580137,4
run_b94bdf35fead,0.6733430480066853,0.5643264276133636,6
run_ba1279b2d1fd,0.5252738741386891,0.40883290894760665,4
run_ba232d4cda9a,0.7501884451126609,0.6694679659263559,5
run_bcff9ad2639b,0.714032019546928,0.5806804691154285,8
run_bd3c2fd85d77,0.6951294412631865,0.5940316570058692,7
run_bdb28f691317,0.8393259254990697,0.7093040831477188,7
